Date,597/121
1996-08-01 00:00:00,31.17
1996-09-02 00:00:00,35.0
1996-10-01 00:00:00,39.4
1996-11-05 00:00:00,15.25
1997-01-03 00:00:00,26.48
1997-02-04 00:00:00,15.62
1997-03-04 00:00:00,21.06
1997-04-02 00:00:00,25.55
1997-05-05 00:00:00,29.8
1997-06-02 00:00:00,33.35
1997-07-02 00:00:00,38.0
1997-09-02 00:00:00,43.86
1997-11-04 00:00:00,46.98
1997-12-02 00:00:00,40.05
1998-01-06 00:00:00,39.85
1998-02-02 00:00:00,15.79
1998-03-03 00:00:00,15.0
1998-04-02 00:00:00,21.78
1998-05-07 00:00:00,21.82
1998-06-02 00:00:00,21.95
1998-07-02 00:00:00,33.95
1998-08-05 00:00:00,39.28
1998-09-01 00:00:00,42.8
1998-10-06 00:00:00,44.25
1998-11-03 00:00:00,44.38
1998-12-04 00:00:00,47.13
1999-01-05 00:00:00,48.54
1999-03-02 00:00:00,49.02
1999-04-07 00:00:00,49.28
1999-05-04 00:00:00,50.57
1999-06-07 00:00:00,52.4
1999-07-02 00:00:00,53.75
1999-08-03 00:00:00,55.02
1999-09-02 00:00:00,56.12
1999-10-13 00:00:00,57.0
1999-11-10 00:00:00,57.8
2000-02-03 00:00:00,55.08
2000-03-01 00:00:00,55.9
2000-04-05 00:00:00,56.5
2000-05-03 00:00:00,42.0
2000-06-06 00:00:00,41.71
2000-07-04 00:00:00,44.0
2000-08-09 00:00:00,46.67
2000-09-06 00:00:00,47.02
2000-10-04 00:00:00,51.48
2000-11-07 00:00:00,54.0
2000-12-11 00:00:00,54.3
2001-01-08 00:00:00,38.65
2001-02-05 00:00:00,26.1
2001-03-02 00:00:00,26.08
2001-04-04 00:00:00,16.06
2001-05-07 00:00:00,23.5
2001-10-02 00:00:00,42.9
2001-11-15 00:00:00,44.0
2001-12-05 00:00:00,44.76
2002-01-10 00:00:00,29.08
2002-02-05 00:00:00,28.84
2002-03-07 00:00:00,27.7
2002-04-03 00:00:00,25.07
2002-05-09 00:00:00,22.8
2002-06-06 00:00:00,26.22
2002-07-08 00:00:00,30.1
2002-08-05 00:00:00,34.02
2002-10-10 00:00:00,33.06
2002-12-05 00:00:00,32.14
2003-01-06 00:00:00,23.3
2003-02-06 00:00:00,19.45
2003-03-06 00:00:00,21.6
2003-04-04 00:00:00,23.78
2003-05-06 00:00:00,26.5
2003-06-05 00:00:00,28.74
2003-07-03 00:00:00,33.0
2003-08-06 00:00:00,36.25
2003-09-03 00:00:00,42.0
2003-10-06 00:00:00,43.12
2003-11-04 00:00:00,44.16
2003-12-05 00:00:00,42.28
2004-01-07 00:00:00,36.97
2004-02-04 00:00:00,38.86
2004-03-09 00:00:00,36.92
2004-04-15 00:00:00,38.4
2004-05-06 00:00:00,41.31
2004-06-03 00:00:00,43.17
2004-09-03 00:00:00,57.46
2004-10-12 00:00:00,51.05
2004-11-16 00:00:00,51.88
2004-12-03 00:00:00,52.05
2005-01-07 00:00:00,52.93
2005-02-03 00:00:00,53.95
2005-03-04 00:00:00,54.61
2005-04-06 00:00:00,55.34
2005-05-04 00:00:00,56.4
2005-06-13 00:00:00,57.63
2005-07-07 00:00:00,58.75
2005-08-18 00:00:00,60.35
2005-09-08 00:00:00,61.05
2005-10-03 00:00:00,61.87
2005-12-09 00:00:00,46.9
2006-01-09 00:00:00,44.65
2006-02-06 00:00:00,34.85
2006-03-06 00:00:00,30.92
2006-04-05 00:00:00,24.83
2006-06-06 00:00:00,30.0
2006-07-05 00:00:00,35.7
2006-08-07 00:00:00,41.24
2006-09-11 00:00:00,43.72
2006-10-10 00:00:00,46.26
2006-11-08 00:00:00,44.14
2006-12-11 00:00:00,34.66
2007-01-07 00:00:00,34.73
2007-02-12 00:00:00,36.68
2007-04-01 00:00:00,40.42
2007-05-07 00:00:00,42.64
2007-06-04 00:00:00,43.98
2007-10-11 00:00:00,52.14
2007-11-10 00:00:00,53.42
2007-12-07 00:00:00,54.17
2008-01-04 00:00:00,54.03
2008-02-04 00:00:00,52.14
2008-03-03 00:00:00,47.78
2008-04-10 00:00:00,38.04
2008-05-08 00:00:00,35.84
2008-06-11 00:00:00,39.82
2008-07-08 00:00:00,42.73
