Date,600/267
2015-03-03,11.9
2015-04-02,11.9
2015-05-15,11.96
2015-06-12,12.08
2015-07-23,12.23
2015-09-04,12.37
2015-10-02,12.43
2015-11-09,12.45
2015-12-17,12.35
2016-01-08,12.25
2016-02-04,12.2
2016-03-04,12.18
2016-04-12,12.25
2016-05-05,12.3
2016-07-01,12.31
2016-08-04,12.42
2016-09-16,12.5
2016-10-19,12.55
2016-11-23,12.48
2016-12-21,12.3
2017-01-11,12.18
2017-02-10,12.1
2017-03-03,12.0
2017-04-12,11.93
2017-05-23,11.84
2017-06-12,11.85
2017-07-07,11.91
2017-08-04,12.07
2017-09-05,12.09
2017-10-04,12.14
2017-11-10,12.32
2017-12-11,12.32
2018-01-04,12.36
2018-02-05,12.39
2018-03-21,12.18
2018-04-09,11.83
2018-05-11,11.9
2018-06-20,11.9
2018-07-10,1.97
2018-08-13,2.23
2018-09-04,12.05
2018-10-12,12.15
2018-11-16,12.1
2018-12-19,12.04
2019-01-10,11.94
2019-02-07,11.95
2019-03-14,11.95
2019-04-08,12.0
2019-05-17,12.03
2019-06-05,12.12
2019-07-08,12.1
2019-08-08,12.12
2019-09-11,12.22
2019-10-04,12.25
2019-11-11,12.45
2019-12-09,12.5
2020-01-20,12.37
2020-02-10,12.37
2020-03-16,12.33
2020-06-01,12.14
2020-07-01,12.12
2020-08-01,12.2
2020-09-01,12.4
2020-10-12,12.5
2020-11-12,12.41
2020-12-14,12.15
2021-01-05,12.0
2021-02-08,12.89
2021-03-01,11.85
2021-04-08,11.84
2021-05-05,11.82
2021-06-08,11.92
2021-07-12,12.08
2021-08-05,12.16
2021-09-09,12.25
2021-10-13,12.17
2021-11-09,12.18
2021-12-14,12.17
2022-01-06,12.09
2022-02-14,12.03
2022-03-07,12.02
2022-04-11,11.95
2022-05-16,11.93
2022-06-13,12.0
2022-07-11,12.46
2022-08-08,12.26
2022-09-05,12.3
2022-10-10,12.33
2022-11-03,12.38
2022-12-22,12.1
2023-03-09,11.59
2023-04-05,11.64
2023-05-18,11.87
2023-06-12,11.94
2023-07-11,12.0
2023-08-07,12.2
2023-09-12,12.17
2023-10-09,12.23
2023-11-06,12.27
2023-12-11,12.08
2024-01-15,12.0
2024-02-05,11.93
2024-03-27,11.78
2024-05-15,11.76
2024-06-05,11.85
2024-07-10,12.05
2024-08-07,12.16
2024-09-04,12.21
2024-10-02,12.17
2024-11-06,12.11
