Date,581/41
1999-08-06,10.44
1999-09-06,12.8
1999-10-12,13.62
1999-11-05,10.8
1999-12-09,6.61
2000-01-06,6.11
2000-02-04,4.08
2000-03-04,5.0
2000-04-10,3.58
2000-05-08,3.1
2000-06-09,4.14
2000-07-06,5.21
2000-08-01,6.97
2000-09-11,7.06
2000-10-06,10.56
2000-11-06,10.48
2000-12-12,5.55
2001-01-09,3.2
2001-02-08,2.96
2001-03-08,2.87
2001-04-09,3.56
2001-05-09,4.1
2001-06-11,4.98
2001-07-05,5.6
2001-08-13,5.77
2001-09-10,6.95
2001-10-09,5.06
2001-11-08,3.5
2001-12-07,3.71
2002-01-08,3.08
2002-02-11,3.44
2002-03-06,3.5
2002-04-10,2.86
2002-05-07,3.6
2002-06-19,3.28
2002-07-05,5.1
2009-03-09,3.3
2009-04-14,3.96
2009-05-18,4.52
2009-06-08,4.76
2009-07-15,5.27
2009-08-17,5.54
2009-09-08,5.57
2009-10-12,5.62
2009-11-05,5.47
2009-12-15,5.1
2010-01-18,2.93
2010-02-08,2.9
2010-03-09,2.63
2010-04-20,2.65
2010-05-17,3.18
2010-06-21,3.27
2010-07-07,4.28
2010-08-16,4.93
2010-10-19,4.9
2010-11-25,4.6
2010-12-13,3.07
2011-01-19,3.0
2011-02-14,3.2
2011-03-18,2.95
2011-04-14,3.18
2011-05-26,3.1
2011-06-29,4.0
2011-08-16,4.73
2011-09-15,5.1
2012-02-02,4.04
2012-03-13,4.4
2012-04-26,3.92
2012-06-04,4.48
2012-07-30,5.15
2012-08-27,5.22
2012-10-15,4.64
2012-11-26,3.0
2013-01-17,3.37
2013-03-07,2.35
2013-05-08,3.26
2013-07-18,4.94
2013-09-24,5.1
2014-01-27,3.22
2014-03-18,3.5
2014-07-24,5.14
2014-09-23,5.18
2014-11-20,4.73
2015-01-08,3.75
2015-02-09,3.5
2015-03-09,4.0
2015-04-06,4.33
2015-05-21,4.63
2015-09-11,6.0
2015-10-09,5.76
2015-11-25,4.02
2016-04-04,4.51
2016-11-15,4.92
2017-03-21,3.3
2017-10-19,5.78
2018-04-19,3.25
2018-10-29,5.33
2019-10-14,7.21
2020-11-02,3.79
2021-03-16,3.14
2022-03-16,4.86
2022-10-20,5.2
2023-03-13,3.98
2023-12-01,4.12
2024-03-20,3.35
2024-10-14,5.75
