Date,596/322
1993-06-04,48.11
1993-07-07,49.13
1993-08-09,50.58
1993-09-08,52.6
1993-10-11,52.3
1993-11-05,52.0
1993-12-09,49.6
1994-01-05,48.48
1994-02-08,47.12
1994-03-02,46.2
1994-04-08,45.9
1994-05-06,45.98
1994-07-07,48.3
1994-08-08,50.75
1994-09-12,51.9
1994-10-07,52.0
1994-11-07,51.95
1994-12-13,51.53
1995-01-05,51.66
1995-02-07,52.82
1995-03-07,53.4
1995-04-17,54.32
1995-05-09,54.7
1995-06-06,56.4
1995-07-10,56.9
1995-08-07,57.3
2020-09-04,58.52
2020-10-09,59.57
2020-11-03,59.64
2020-12-15,58.42
2021-01-07,57.47
2021-02-03,56.61
2021-03-02,54.16
2021-04-05,50.9
2021-05-04,50.32
2021-05-31,49.44
2021-07-07,50.96
2021-08-03,52.32
2021-09-01,54.0
2021-10-06,55.55
2021-11-02,56.32
2021-12-10,56.67
2022-01-03,56.48
2022-02-02,56.38
2022-03-02,56.88
2022-04-13,56.57
2022-05-11,56.74
2022-06-08,57.75
2022-07-19,59.67
2022-08-10,60.54
2022-09-06,61.34
2022-10-12,62.72
2022-11-10,62.6
2022-12-15,61.7
2023-01-12,60.33
2023-02-01,59.75
2023-03-03,59.18
2023-04-05,59.08
2023-05-15,59.8
2023-06-22,61.02
2023-07-24,62.44
2023-08-30,63.23
2023-09-18,63.44
2023-11-27,64.82
2023-12-20,64.7
2024-01-17,64.46
2024-02-01,63.6
2024-04-03,60.96
2024-05-07,60.87
2024-06-03,59.67
2024-07-01,60.33
2024-08-02,61.19
2024-09-04,62.65
2024-10-01,63.44
2024-11-04,61.98
2024-12-03,61.67
2025-01-13,60.8
