Date,597/83
1990-10-02,10.32
1990-11-05,10.75
1990-12-04,10.63
1991-01-04,10.72
1991-02-04,11.05
1991-03-04,10.29
1991-04-02,5.85
1991-05-03,5.8
1991-06-04,8.42
1991-07-01,10.2
1991-08-01,10.25
1991-09-03,10.28
1991-11-05,10.5
1991-12-03,10.65
1992-01-03,11.3
1992-02-04,11.35
1992-03-06,11.4
1992-04-02,10.5
1992-05-05,10.56
1992-06-02,9.9
1992-07-02,10.3
1992-08-04,10.7
1992-09-02,10.67
1992-10-09,10.45
1992-11-03,10.41
1992-12-03,10.45
1993-01-06,9.25
1993-02-02,8.8
1993-03-02,8.55
1993-04-02,9.6
1993-05-04,9.5
1993-06-02,9.29
1993-07-02,9.6
1993-08-03,9.85
1993-09-02,8.45
1993-10-01,8.5
1993-11-02,8.38
1993-12-02,8.0
1994-01-04,8.2
1994-02-03,7.92
1994-03-02,7.42
1994-04-05,7.96
1994-05-03,8.78
1994-06-03,8.8
1994-07-04,9.47
1994-08-08,10.0
1994-09-02,10.07
1994-10-03,10.75
1994-11-03,10.55
1994-12-05,10.4
1995-01-03,10.5
1995-02-02,9.62
1995-03-02,8.9
1995-04-05,10.4
1995-05-03,10.71
1995-06-05,9.92
1995-07-05,10.0
1995-08-01,10.2
1995-10-03,10.41
1995-11-04,9.6
1995-12-05,9.22
1996-01-03,6.8
1996-02-01,1.5
1996-03-04,4.07
1996-04-03,3.53
1996-09-06,11.2
1997-03-06,5.92
1997-09-01,8.65
