Date,426/348
1997-12-03,15.37
1998-02-12,12.6
1998-04-20,20.59
1998-06-30,22.48
1998-08-13,37.11
1998-10-16,23.79
1999-01-21,23.06
1999-04-15,24.94
2000-04-28,21.13
2000-06-19,21.54
2001-01-24,13.58
2001-03-26,13.5
2001-07-23,19.74
2001-10-29,19.47
2001-12-13,22.33
2002-01-24,20.42
2002-03-13,19.57
2002-04-18,18.12
2002-06-20,20.28
2002-08-23,18.66
2002-09-19,19.22
2002-10-17,19.06
2002-11-22,18.62
2003-01-23,13.25
2003-04-11,14.39
2003-06-30,15.95
2003-07-22,17.32
2003-09-30,20.58
2003-11-24,20.21
2004-01-22,17.57
2004-04-16,19.71
2004-05-20,21.33
2004-07-20,23.86
2004-10-28,20.86
2004-12-21,32.16
2005-01-28,24.98
2005-02-28,26.08
2005-03-04,26.08
2005-03-23,28.32
2005-04-27,36.9
2006-01-19,40.53
2006-03-23,33.83
2006-05-11,40.58
2009-12-03,40.98
2010-01-27,35.34
2010-10-22,40.38
2010-11-26,32.38
2010-12-20,33.58
2011-01-26,30.84
2011-02-23,30.85
2011-03-23,31.33
2011-05-05,26.94
2011-07-01,31.59
2011-07-28,31.81
2011-09-29,28.16
2011-10-27,32.72
2011-12-02,40.36
2012-01-26,42.44
2012-03-29,25.37
2012-04-26,30.66
2012-06-28,29.86
2012-08-01,20.34
2012-09-06,31.36
2012-09-27,31.85
2012-10-25,37.4
2012-11-29,30.99
2012-12-27,31.14
2013-01-30,30.98
2013-04-05,25.01
2013-08-02,31.33
2013-09-19,38.52
2013-10-17,31.13
2013-11-14,40.39
2013-12-18,30.69
2014-01-21,30.83
2014-03-11,25.76
2014-10-09,30.1
2014-11-11,19.52
2014-12-12,28.2
2015-01-07,31.32
2015-03-25,31.6
2015-05-19,30.78
2015-06-18,32.8
2015-08-06,41.05
2015-09-17,31.51
2015-11-13,40.16
2016-01-14,32.93
2016-02-24,40.23
2016-05-17,30.09
2016-06-23,40.13
2016-08-10,40.35
2016-09-15,40.15
2016-10-25,40.01
2016-12-06,39.26
2017-01-05,43.29
2017-02-09,44.38
2017-03-30,40.37
2017-04-26,41.54
2017-05-29,39.96
2017-07-18,39.57
2017-08-17,40.57
2017-09-19,39.78
2017-10-19,46.17
2017-11-14,45.93
2017-12-13,36.76
2018-01-19,32.26
2018-02-15,31.95
2018-03-26,18.92
2018-04-23,21.15
2018-05-15,29.77
2018-06-15,30.46
2018-07-12,28.95
2018-08-23,31.38
2018-09-17,31.57
2018-10-17,31.35
2018-11-16,31.24
2018-12-12,31.1
2019-01-17,30.2
2019-02-20,30.02
2019-03-25,38.93
2019-04-23,31.18
2019-05-20,34.63
2019-06-19,40.76
2019-07-18,35.54
2019-08-14,29.37
2019-09-18,30.27
2019-10-17,31.1
2019-11-19,33.62
2019-12-17,47.44
2020-01-20,51.85
2020-02-17,20.08
2020-03-17,22.81
2020-04-20,26.54
2020-05-21,31.18
2020-06-18,31.39
2020-07-16,31.28
2020-08-18,31.28
2020-08-20,31.33
2020-09-24,31.08
2020-10-21,27.55
2020-11-19,31.23
2020-12-17,31.18
2021-01-21,30.4
2021-02-18,23.38
2021-03-18,20.15
2021-04-21,20.6
2021-05-20,30.37
2021-06-25,30.94
2021-07-27,26.46
2021-08-25,31.18
2021-09-29,31.24
2021-10-28,31.5
2021-11-25,31.38
2021-12-22,31.54
2022-01-17,31.55
2022-02-21,34.61
2022-03-24,31.2
2022-04-27,31.36
2022-05-31,31.42
2022-06-28,31.6
2022-07-31,32.29
2022-08-29,31.8
2022-09-21,31.0
2022-10-27,31.29
2022-12-09,24.75
2023-01-13,29.38
2023-02-16,31.26
2023-03-17,31.5
2023-04-18,31.57
2023-05-23,31.6
2023-06-23,31.69
2023-07-20,37.42
2023-08-22,39.96
2023-09-20,26.89
2023-10-26,33.18
2023-11-22,39.47
2023-12-13,39.32
2024-01-18,39.14
2024-02-15,39.48
2024-03-14,39.42
2024-04-18,45.43
2024-05-16,49.71
2024-06-13,50.87
2024-07-16,50.54
2024-08-20,50.61
2024-09-19,50.66
2024-10-18,50.58
2024-11-16,50.7
2024-12-13,50.7
2025-01-17,50.7
