Date,597/642
2014-01-29,9.02
2014-03-05,2.27
2014-07-02,7.37
2014-08-12,9.6
2014-09-19,10.22
2014-11-10,10.27
2014-12-12,7.64
2015-01-15,8.14
2015-02-10,5.62
2015-03-13,7.34
2015-04-08,8.43
2015-05-27,9.72
2015-06-19,10.2
2015-07-31,10.8
2015-09-03,11.22
2015-10-07,11.42
2015-11-02,10.68
2015-12-09,9.63
2016-01-07,8.54
2016-02-08,7.17
2016-03-02,8.63
2016-04-11,8.89
2016-05-04,8.86
2016-07-06,4.95
2016-08-08,8.04
2016-09-08,8.45
2016-11-08,8.36
2016-12-14,7.12
2017-01-13,7.02
2017-02-03,4.07
2017-03-02,0.5
2017-04-10,1.48
2017-05-05,3.05
2017-06-13,6.52
2017-07-26,8.98
2017-09-13,10.02
2017-10-13,10.33
2017-11-16,9.89
2017-12-06,10.15
2018-01-09,10.03
2018-02-06,9.98
2018-03-09,9.26
2018-04-10,8.15
2018-05-02,0.6
2018-06-22,3.3
2018-07-05,5.85
2018-08-09,8.51
2018-09-11,9.72
2018-10-01,10.23
2018-11-07,10.15
2018-12-13,9.88
2019-01-08,9.53
2019-02-06,9.77
2019-03-01,9.85
2019-04-02,10.1
2019-06-06,10.33
2019-07-01,11.45
2019-08-07,11.38
2019-09-09,11.52
2019-10-08,12.14
2019-11-12,12.06
2019-12-10,11.92
2020-01-14,9.44
2020-02-06,9.3
2020-03-13,9.74
2020-06-04,7.89
2020-07-09,9.47
2020-08-04,10.22
2020-09-10,10.8
2020-10-15,10.98
2020-11-03,10.73
2020-12-15,7.1
2021-01-07,6.46
2021-02-09,4.31
2021-03-09,1.23
2021-04-05,2.36
2021-05-10,5.36
2021-06-15,8.24
2021-07-08,9.23
2021-08-02,9.96
2021-09-08,10.55
2021-10-11,10.71
2021-11-10,10.73
2021-12-10,10.49
2022-01-06,8.78
2022-02-10,9.02
2022-03-09,9.59
2022-04-07,7.35
2022-05-03,7.41
2022-06-01,8.61
2022-07-19,10.11
2022-08-17,10.79
2022-09-09,11.03
2022-10-14,11.16
2022-11-09,11.2
2022-12-09,11.03
2023-01-19,5.02
2023-02-07,4.95
2023-03-10,7.4
2023-04-11,8.67
2023-05-19,9.74
2023-06-16,9.9
2023-07-12,11.03
2023-08-14,10.9
2023-09-06,10.98
2023-10-04,11.64
2023-11-02,11.13
2023-12-05,10.41
2024-01-03,10.46
2024-02-01,9.17
2024-07-02,10.23
2024-08-05,10.66
2024-09-04,10.78
2024-10-08,10.76
2024-11-11,10.48
2024-12-02,10.52
2025-01-14,10.36
