Date,606/985
1996-01-02,73.25
1996-01-31,59.63
1996-03-06,56.2
1996-04-09,50.27
1996-05-03,50.3
1996-06-07,50.75
1996-07-05,52.23
1996-08-06,54.21
1996-09-05,56.1
1996-10-07,57.4
1996-11-08,58.78
1996-12-05,58.2
1997-01-07,51.91
1997-02-07,49.58
1997-03-10,50.25
1997-05-08,52.14
1997-06-08,52.93
1997-07-10,55.0
1997-08-06,57.43
1997-09-05,59.71
1997-10-06,61.75
1997-11-05,61.66
1997-12-09,60.2
1998-01-08,56.19
1998-02-04,54.05
1998-03-02,51.15
1998-05-08,52.61
1998-06-08,53.8
1998-07-07,58.0
1998-08-11,60.15
1998-09-01,64.06
1998-10-07,62.85
1998-11-06,63.9
1998-12-16,65.7
1999-01-12,64.67
1999-02-01,64.03
1999-03-03,64.63
1999-04-07,64.3
1999-05-03,65.88
1999-06-08,68.3
1999-07-05,72.35
1999-08-03,73.29
1999-09-06,75.86
1999-10-13,75.6
1999-11-06,73.77
1999-12-03,72.1
2000-01-07,70.74
2000-02-04,69.78
2000-03-06,70.35
2000-04-10,70.53
2000-05-08,68.44
2000-06-05,67.5
2000-07-10,70.73
2000-08-04,73.22
2000-09-04,74.96
2000-10-06,76.23
2000-11-06,75.77
2000-12-07,73.87
2001-01-10,67.12
2001-02-02,62.8
2001-03-05,58.54
2001-04-04,55.5
2001-05-10,55.35
2001-06-12,55.8
2001-07-05,57.56
2001-08-03,59.48
2001-09-11,60.39
2001-10-04,60.8
2001-11-08,58.34
2001-12-10,57.7
2002-01-09,50.7
2002-02-07,50.15
2002-03-01,50.11
2002-04-08,49.7
2002-05-24,49.62
2002-06-05,50.49
2002-07-11,52.28
2002-08-14,56.9
2002-10-08,54.35
2002-11-11,54.23
2002-12-09,52.61
2003-01-03,50.7
2003-02-05,49.58
2003-03-06,38.61
2003-03-10,48.64
2003-04-10,48.05
2003-05-08,47.44
2003-06-06,49.55
2003-07-03,50.33
2003-08-05,51.33
2003-09-03,52.7
2003-10-03,53.1
2003-11-07,53.26
2003-12-05,52.08
2004-01-06,51.28
2004-02-06,51.23
2004-03-03,50.81
2004-04-13,51.07
2004-05-06,51.6
2004-06-07,53.1
2004-07-02,55.4
2004-08-09,57.16
2004-09-13,59.28
2004-10-12,61.3
2004-11-11,61.2
2004-11-28,60.49
2005-01-03,60.53
2005-02-03,61.56
2005-03-08,62.34
2005-04-01,62.87
2005-05-02,64.97
2005-06-02,67.63
2005-07-07,70.63
2005-08-19,78.25
2005-09-08,79.45
2005-10-12,82.06
2005-12-09,74.5
2006-01-06,71.4
2006-02-11,66.72
2006-03-08,63.45
2006-04-04,61.4
2006-06-07,61.42
2006-07-05,62.28
2006-08-11,65.48
2006-09-14,67.36
2006-10-11,69.27
2006-11-09,63.1
2006-12-04,57.6
2007-01-10,55.66
2007-02-12,54.84
2007-04-13,54.65
2007-05-11,55.36
2007-06-06,56.65
2007-08-07,60.48
2007-09-13,60.61
2007-10-11,62.87
2007-11-14,64.17
2007-12-10,63.82
2008-01-11,61.68
2008-02-12,61.32
2008-03-03,60.55
2008-04-10,60.08
2008-05-15,58.4
2008-06-06,57.95
2008-07-10,59.74
2008-08-14,62.04
2008-09-09,63.8
2008-10-09,63.63
2008-12-12,63.3
2009-01-15,62.74
2009-02-11,60.94
2009-03-13,58.86
2009-06-16,61.1
2009-07-14,63.5
2009-08-11,65.82
2009-09-11,68.02
2009-10-09,69.44
2009-11-13,70.17
2009-12-10,69.78
2010-01-15,58.48
2010-02-17,52.63
2010-03-10,47.85
2010-04-09,47.3
2010-05-07,47.2
2010-05-28,47.65
2010-07-09,48.96
2010-08-06,50.3
2010-09-03,51.38
2010-09-30,52.28
2010-11-04,52.57
2010-12-07,52.26
2011-01-05,50.58
2011-02-07,49.95
2011-03-11,49.02
2011-04-08,47.9
2011-05-11,48.26
2011-06-03,48.26
2011-07-15,50.25
2011-08-16,51.62
2011-09-08,52.72
2011-11-09,53.92
2012-02-01,53.84
2012-03-19,55.43
2012-04-20,55.9
2012-05-11,56.35
2012-06-14,58.66
2012-07-06,60.8
2012-08-02,62.64
2012-09-13,65.95
2012-10-17,67.86
2012-11-09,64.23
2012-12-21,60.68
2013-01-25,59.68
2013-02-28,58.91
2013-04-03,56.32
2013-06-28,55.52
2013-08-06,57.35
2013-09-17,59.3
2013-10-03,59.47
2013-11-21,59.56
2014-01-29,59.28
2014-03-07,58.43
2014-05-23,58.37
2014-07-02,59.9
2014-08-12,62.63
2014-09-03,64.51
2014-10-03,65.35
2014-12-12,62.6
2015-01-15,62.12
2015-02-13,61.17
2015-03-11,61.36
2015-04-08,61.8
2015-05-27,63.28
2015-06-19,66.17
2015-07-31,68.02
2015-09-03,71.57
2015-10-05,73.73
2015-11-02,70.25
2015-12-09,68.88
2016-01-07,67.54
2016-02-02,66.7
2016-03-02,65.85
2016-04-11,66.23
