Date,594/159
1994-10-17,68.33
1994-11-14,68.33
1994-12-02,68.3
1995-01-02,68.34
1995-02-02,68.45
1995-03-02,68.45
1995-04-04,68.52
1995-05-02,68.56
1995-06-01,68.66
1995-07-04,68.76
1995-08-02,68.87
1995-10-02,69.05
1995-11-02,68.9
1995-12-14,68.41
1996-01-03,67.42
1996-01-30,65.3
1996-03-01,63.94
1996-04-11,63.45
1996-06-03,66.4
1996-07-01,67.04
1996-08-01,67.17
1996-09-01,67.77
1996-10-01,67.94
1996-11-04,68.1
1996-12-04,68.15
1997-01-02,66.45
1997-02-03,64.02
1997-03-04,65.65
1997-04-01,66.65
1997-05-02,67.1
1997-06-03,67.39
1997-07-03,67.42
1997-08-04,67.88
1997-09-01,68.02
1997-10-01,68.1
1997-11-04,68.02
1997-12-02,66.8
1998-01-06,65.34
1998-02-02,65.4
1998-03-04,64.7
1998-04-02,66.1
1998-05-04,66.76
1998-06-02,66.8
1998-07-03,67.65
1998-08-07,68.0
1998-09-03,68.05
1998-10-06,68.1
1998-11-04,68.08
1998-12-02,68.2
1999-01-04,68.43
1999-03-04,68.6
1999-04-06,68.77
1999-05-10,68.5
1999-06-02,68.7
1999-07-06,68.8
1999-08-02,68.78
1999-09-02,68.92
1999-10-07,68.9
1999-11-02,68.7
1999-12-02,68.55
2000-01-04,68.42
2000-02-01,68.5
2000-03-02,68.5
2000-04-04,68.7
2000-05-03,67.73
2000-06-06,67.12
2000-07-05,67.58
2000-08-02,67.83
2000-09-06,68.08
2000-10-04,68.25
2000-11-03,68.7
2000-12-04,68.32
2001-01-04,67.58
2001-02-01,66.7
2001-03-01,66.46
2001-04-02,66.41
2001-05-09,66.97
2001-06-04,67.4
2001-07-04,67.8
2001-08-09,68.02
2001-09-06,68.03
2001-10-09,68.2
2001-11-06,68.03
2001-12-03,68.1
2002-01-04,66.78
2002-02-04,66.9
2002-03-05,67.22
2002-04-02,66.7
2002-05-06,66.91
2002-06-03,66.94
2002-07-02,67.7
2002-08-13,67.95
2002-10-02,68.1
2002-11-05,67.95
2002-12-02,67.9
2003-01-06,67.31
2003-02-03,66.9
2003-03-03,66.88
2003-04-04,66.85
2003-05-06,67.1
2003-06-03,67.5
2003-07-01,67.7
2003-08-01,68.0
2003-09-01,68.07
2003-10-01,68.13
2003-11-04,67.71
2003-12-02,67.63
2004-01-07,66.0
2004-03-02,67.0
2004-04-01,67.11
2004-05-03,67.67
2004-06-02,67.87
2004-07-07,68.0
2004-08-04,68.3
2004-09-06,68.32
2004-10-11,68.44
2004-11-10,68.42
