Date,400/7
1999-02-19,10.18
1999-11-09,9.6
2000-06-20,10.03
2001-01-25,9.01
2001-03-27,8.68
2001-09-20,11.59
2001-12-07,9.52
2002-01-16,10.92
2002-04-24,9.89
2002-06-12,10.06
2002-07-17,10.87
2002-09-25,10.53
2002-10-31,10.22
2003-01-29,9.51
2003-04-28,9.88
2003-06-06,10.86
2003-07-24,11.35
2003-11-17,9.89
2004-04-22,9.54
2004-06-09,10.8
2004-07-09,10.94
2004-09-20,10.55
2004-10-20,10.59
2004-12-16,10.11
2005-01-13,10.29
2005-02-17,10.52
2005-03-14,10.62
2005-04-08,10.9
2005-05-06,11.18
2005-07-06,11.69
2005-09-16,17.87
2005-10-24,11.55
2006-01-30,10.75
2006-03-29,10.53
2006-05-18,10.76
2006-06-28,12.48
2006-07-28,12.82
2006-12-15,9.16
2007-01-31,10.21
2007-03-30,12.25
2007-06-29,12.06
2009-12-02,13.4
2010-10-26,13.46
2010-11-24,13.23
2011-01-26,11.94
2011-03-23,11.84
2011-05-05,12.17
2011-05-26,12.12
2011-07-28,13.19
2011-08-25,13.48
2011-09-29,13.41
2011-11-03,13.0
2011-12-05,12.8
2012-01-26,12.81
2012-03-29,13.46
2012-04-26,13.31
2012-05-31,14.08
2012-06-28,14.21
2012-08-01,14.62
2012-09-06,14.74
2012-10-25,14.18
2013-10-17,14.19
2013-11-14,13.52
2014-03-11,12.38
2014-10-09,13.65
2015-06-18,13.83
2015-09-17,14.3
2015-11-13,13.45
2016-01-14,13.23
2016-02-24,13.27
2016-04-13,13.2
2016-05-17,12.89
2016-06-23,13.62
2017-02-09,13.25
2017-03-30,13.13
2017-04-26,13.3
2017-07-18,14.58
2017-12-13,14.31
2018-01-19,14.07
2018-02-15,14.16
2018-03-26,13.03
2018-04-23,13.01
2018-05-15,13.05
2018-06-15,13.4
2018-09-17,14.4
2018-10-17,14.42
2019-01-17,13.67
2019-02-20,13.74
2019-03-25,14.07
2019-04-24,14.16
2019-05-20,14.35
2019-07-18,14.9
2019-08-14,15.08
2019-09-18,15.07
2019-10-17,14.92
2019-11-19,14.64
2020-02-17,13.87
2020-03-17,13.92
2023-02-16,13.79
2023-09-20,15.09
2023-11-22,13.97
