Date,584/7
1993-07-13,1.8
1993-08-06,2.13
1993-09-10,3.08
1993-10-10,3.29
1993-11-09,0.7
1993-12-06,0.85
1994-01-07,0.7
1994-02-04,0.65
1994-03-08,0.78
1994-04-07,1.38
1994-05-04,1.5
1994-07-11,2.05
1994-08-13,2.85
1994-10-11,2.7
1994-11-04,2.52
1994-12-07,1.5
1995-01-06,1.95
1995-02-06,1.8
1995-03-08,1.63
1995-04-11,1.75
1995-05-08,1.75
1995-07-06,2.36
1995-08-04,2.85
1995-09-08,3.06
1995-10-03,3.15
1995-11-09,3.21
1995-12-05,2.43
1996-01-04,0.3
1996-02-02,0.3
1996-03-07,0.5
1996-04-03,0.65
1996-06-05,1.18
1996-07-07,1.4
1996-09-05,2.18
1996-10-05,2.16
1996-11-07,1.8
1996-12-10,1.61
1997-01-06,0.7
1997-02-06,0.66
1997-03-11,0.8
1997-04-07,1.34
1997-05-07,1.0
1997-06-09,1.0
1997-07-06,1.12
1997-08-07,1.87
1997-09-04,2.05
1997-10-03,1.9
1997-11-27,0.55
1998-01-07,0.6
1998-02-06,0.6
1998-03-10,0.66
1998-04-06,0.9
1998-05-13,1.0
1998-06-05,1.25
1998-07-08,1.58
1998-08-13,2.8
1998-09-10,2.95
1998-10-09,1.94
1998-11-10,1.8
1999-01-20,1.5
1999-02-08,1.35
1999-03-10,1.44
1999-04-08,1.3
1999-05-10,1.62
1999-06-08,1.9
1999-08-29,2.28
1999-09-03,2.6
1999-10-01,2.8
1999-11-08,2.46
1999-12-06,2.1
2000-01-10,1.65
2000-02-03,1.3
2000-03-09,1.6
2000-04-06,1.76
2000-05-09,0.64
2000-06-06,1.24
2000-07-01,1.6
2000-08-07,1.8
2000-09-11,2.5
2000-10-03,2.5
2000-11-08,2.88
2000-12-06,2.58
2001-01-16,0.68
2001-02-06,0.73
2001-03-07,0.64
2001-04-04,0.9
2001-05-11,1.56
2001-06-07,1.68
2001-07-09,2.88
2001-08-09,3.0
2001-09-12,3.47
2001-10-09,2.8
2001-11-15,2.54
2001-12-05,2.5
