Date,608/367
2002-04-01,37.02
2002-05-08,39.8
2002-06-04,41.46
2002-07-09,44.56
2002-10-03,46.52
2002-11-05,43.95
2002-12-06,41.9
2003-01-07,37.05
2003-02-03,35.78
2003-03-03,35.6
2003-04-01,35.12
2003-05-07,36.3
2003-06-03,37.88
2003-07-01,40.8
2003-08-01,42.92
2003-09-01,45.1
2003-10-01,46.16
2003-11-03,44.5
2003-12-02,40.65
2004-01-05,36.25
2004-02-02,37.53
2004-03-03,36.92
2004-04-01,37.75
2004-05-07,38.56
2004-06-01,40.23
2004-07-01,42.42
2004-08-03,43.05
2004-08-31,46.62
2004-10-01,48.22
2004-11-05,48.78
2004-11-30,48.27
2005-01-04,47.8
2005-02-01,48.92
2005-03-02,50.08
2005-04-05,51.55
2005-05-03,55.08
2005-06-02,59.88
2005-07-05,66.0
2005-10-04,88.42
2005-12-06,80.21
2006-01-03,68.78
2006-03-02,53.91
2006-05-31,47.85
2006-07-04,50.27
2006-08-03,52.03
2006-09-05,51.55
2006-10-04,52.33
2006-11-02,52.05
2006-12-06,46.41
2007-01-04,44.12
2007-02-08,44.3
2007-03-01,43.7
2007-04-04,44.86
2007-05-04,45.81
2007-06-01,46.43
2007-08-02,50.62
2007-09-04,52.3
2007-10-04,56.22
2007-11-06,53.14
2007-12-04,53.82
2008-01-07,51.91
2008-02-08,49.79
2008-03-05,47.7
2008-04-03,45.95
2008-05-06,40.6
2008-06-04,40.4
2008-07-04,42.08
2008-08-08,44.28
2008-09-04,46.0
2008-10-01,45.5
2008-12-05,44.7
2009-01-07,44.57
2009-02-04,42.6
2009-03-03,39.52
2009-04-08,40.85
2009-05-05,41.92
2009-06-05,43.4
2009-07-03,44.75
2009-08-04,46.75
2009-09-02,48.82
2009-10-02,50.8
2009-11-02,51.81
2009-12-09,52.23
2010-01-05,39.3
2010-02-03,26.77
2010-03-05,20.28
2010-04-06,20.21
2010-05-03,23.16
2010-06-04,26.84
2010-07-02,30.28
2010-08-02,33.33
2010-09-01,35.57
2010-10-04,36.33
2010-11-12,35.17
2010-12-06,34.1
2011-01-04,33.96
2011-02-07,27.22
2011-03-03,25.62
2011-04-12,20.35
2011-05-13,20.34
2011-06-17,20.15
2011-07-18,20.26
2011-08-22,20.55
2011-09-16,20.66
2011-11-08,20.45
2012-01-30,28.06
2012-03-01,34.16
2012-04-04,39.24
2012-05-04,41.56
2012-06-08,44.74
2012-07-02,47.34
2012-08-07,52.26
2012-09-06,57.75
2012-10-04,62.7
2012-11-08,65.9
2012-12-17,61.58
2013-01-17,51.95
2013-02-14,50.28
2013-03-14,48.0
2013-04-12,43.62
2013-05-15,44.01
2013-06-20,45.87
2013-08-01,48.08
2013-09-02,50.07
2013-09-30,50.87
2013-11-25,50.1
2014-01-22,50.7
2014-02-27,49.37
2014-05-21,47.41
2014-07-01,49.17
2014-08-01,51.78
2014-09-08,57.0
2014-10-02,60.7
2014-12-01,63.4
2015-01-06,57.56
2015-02-06,54.95
2015-03-03,53.96
2015-04-02,54.29
2015-05-15,56.98
2015-06-12,61.78
2015-07-23,69.98
2015-09-04,77.92
2015-10-02,81.56
2015-11-09,80.68
2015-12-17,76.62
2016-01-08,76.48
2016-02-04,74.1
2016-03-04,73.67
2016-04-12,75.45
2016-05-05,76.41
2016-07-01,65.4
2016-08-04,68.54
2016-09-16,74.36
2016-10-19,78.64
2016-11-23,78.3
2016-12-21,69.12
2017-01-11,63.86
2017-02-10,59.48
2017-03-03,50.6
2017-05-23,45.46
2017-06-12,46.2
2017-07-07,48.18
2017-08-04,48.8
2017-09-05,50.44
2017-10-04,52.33
2017-11-10,53.27
2017-12-11,56.38
2018-01-04,58.25
2018-02-05,60.27
2018-03-12,57.95
2018-04-09,48.75
2018-05-11,44.5
2018-06-20,47.68
2018-07-10,46.25
2018-10-12,51.25
2018-11-16,50.98
2018-12-19,48.97
2019-01-10,48.62
2019-02-07,49.15
2019-03-14,50.65
2019-04-08,52.5
2019-05-17,55.9
2019-06-05,58.85
2019-07-08,65.33
2019-08-08,71.94
2019-09-11,78.83
2019-10-04,82.08
2019-11-06,84.48
2019-12-09,85.65
2020-01-20,80.19
2020-02-10,79.75
2020-03-16,81.05
2020-04-02,79.85
2020-05-07,76.58
2020-06-01,72.09
2020-07-01,74.52
2020-10-12,87.58
2020-11-12,82.28
2020-12-14,68.65
2021-01-05,62.32
2021-02-08,57.15
2021-03-01,52.75
2021-04-08,47.37
2021-05-05,67.7
2021-06-08,49.87
2021-07-12,49.02
2021-08-05,50.0
2021-09-09,54.89
2021-10-13,54.92
2021-11-09,56.92
2021-12-14,56.01
2022-01-06,55.79
2022-02-14,51.79
2022-03-07,52.21
2022-04-11,50.78
2022-05-13,51.23
2022-06-13,54.44
2022-07-11,59.39
2022-08-08,67.92
2022-09-05,74.6
2022-10-10,81.08
2022-11-03,83.11
2022-12-22,71.03
2023-01-17,59.83
2023-02-10,56.29
2023-03-09,52.55
2023-04-05,52.23
2023-05-18,55.19
2023-06-09,57.85
2023-07-11,63.98
2023-08-07,70.66
2023-09-12,79.98
2023-10-09,84.45
2023-11-06,81.35
2023-12-11,80.29
2024-01-15,80.14
2024-02-05,74.37
2024-03-27,60.45
2024-05-15,53.15
2024-06-05,53.04
2024-07-10,55.02
2024-08-07,58.2
2024-09-04,62.62
2024-10-02,67.87
